v2	V(ds)	I(R1)
3.690999999999965e+000	3.018201e-002	6.907204e-004
3.700999999999965e+000	3.028038e-002	6.925886e-004
3.710999999999965e+000	3.037888e-002	6.944568e-004
3.720999999999965e+000	3.047751e-002	6.963250e-004
3.730999999999964e+000	3.057627e-002	6.981932e-004
3.740999999999964e+000	3.067517e-002	7.000613e-004
3.750999999999964e+000	3.077420e-002	7.019294e-004
3.760999999999964e+000	3.087336e-002	7.037975e-004
3.770999999999964e+000	3.097265e-002	7.056656e-004
3.780999999999963e+000	3.107208e-002	7.075336e-004
3.790999999999963e+000	3.117164e-002	7.094016e-004
3.800999999999963e+000	3.127134e-002	7.112696e-004
3.810999999999963e+000	3.137117e-002	7.131375e-004
3.820999999999962e+000	3.147114e-002	7.150054e-004
3.830999999999962e+000	3.157125e-002	7.168733e-004
3.840999999999962e+000	3.167149e-002	7.187412e-004
3.850999999999962e+000	3.177188e-002	7.206091e-004
3.860999999999962e+000	3.187240e-002	7.224769e-004
3.870999999999961e+000	3.197306e-002	7.243447e-004
3.880999999999961e+000	3.207386e-002	7.262125e-004
3.890999999999961e+000	3.217479e-002	7.280802e-004
3.900999999999961e+000	3.227587e-002	7.299479e-004
3.910999999999961e+000	3.237710e-002	7.318156e-004
3.920999999999960e+000	3.247846e-002	7.336833e-004
3.930999999999960e+000	3.257997e-002	7.355509e-004
3.940999999999960e+000	3.268162e-002	7.374185e-004
3.950999999999960e+000	3.278341e-002	7.392861e-004
3.960999999999959e+000	3.288535e-002	7.411537e-004
3.970999999999959e+000	3.298743e-002	7.430213e-004
3.980999999999959e+000	3.308966e-002	7.448887e-004
3.990999999999959e+000	3.319204e-002	7.467562e-004
4.000999999999959e+000	3.329456e-002	7.486237e-004
4.010999999999958e+000	3.339723e-002	7.504911e-004
4.020999999999958e+000	3.350005e-002	7.523585e-004
4.030999999999958e+000	3.360302e-002	7.542258e-004
4.040999999999958e+000	3.370614e-002	7.560932e-004
4.050999999999958e+000	3.380940e-002	7.579605e-004
4.060999999999957e+000	3.391282e-002	7.598278e-004
4.070999999999957e+000	3.401639e-002	7.616950e-004
4.080999999999957e+000	3.412011e-002	7.635622e-004
4.090999999999957e+000	3.422399e-002	7.654295e-004
4.100999999999957e+000	3.432802e-002	7.672966e-004
4.110999999999956e+000	3.443220e-002	7.691637e-004
4.120999999999956e+000	3.453654e-002	7.710308e-004
4.130999999999956e+000	3.464103e-002	7.728979e-004
4.140999999999956e+000	3.474569e-002	7.747650e-004
4.150999999999955e+000	3.485049e-002	7.766320e-004
4.160999999999955e+000	3.495546e-002	7.784989e-004
4.170999999999955e+000	3.506058e-002	7.803660e-004
4.180999999999955e+000	3.516586e-002	7.822328e-004
4.190999999999955e+000	3.527131e-002	7.840997e-004
4.200999999999954e+000	3.537691e-002	7.859666e-004
4.210999999999954e+000	3.548268e-002	7.878335e-004
4.220999999999954e+000	3.558860e-002	7.897003e-004
4.230999999999954e+000	3.569470e-002	7.915670e-004
4.240999999999954e+000	3.580095e-002	7.934338e-004
4.250999999999953e+000	3.590737e-002	7.953005e-004
4.260999999999953e+000	3.601395e-002	7.971672e-004
4.270999999999953e+000	3.612071e-002	7.990338e-004
4.280999999999953e+000	3.622762e-002	8.009005e-004
4.290999999999952e+000	3.633470e-002	8.027671e-004
4.300999999999952e+000	3.644196e-002	8.046336e-004
4.310999999999952e+000	3.654938e-002	8.065001e-004
4.320999999999952e+000	3.665698e-002	8.083666e-004
4.330999999999952e+000	3.676474e-002	8.102331e-004
4.340999999999951e+000	3.687267e-002	8.120995e-004
4.350999999999951e+000	3.698078e-002	8.139659e-004
4.360999999999951e+000	3.708906e-002	8.158322e-004
4.370999999999951e+000	3.719752e-002	8.176986e-004
4.380999999999951e+000	3.730615e-002	8.195649e-004
4.390999999999950e+000	3.741495e-002	8.214312e-004
4.400999999999950e+000	3.752394e-002	8.232974e-004
4.410999999999950e+000	3.763309e-002	8.251636e-004
4.420999999999950e+000	3.774244e-002	8.270298e-004
4.430999999999949e+000	3.785195e-002	8.288958e-004
4.440999999999949e+000	3.796165e-002	8.307620e-004
4.450999999999949e+000	3.807153e-002	8.326280e-004
4.460999999999949e+000	3.818159e-002	8.344940e-004
4.470999999999949e+000	3.829184e-002	8.363600e-004
4.480999999999948e+000	3.840227e-002	8.382260e-004
4.490999999999948e+000	3.851288e-002	8.400919e-004
4.500999999999948e+000	3.862368e-002	8.419578e-004
4.510999999999948e+000	3.873467e-002	8.438237e-004
4.520999999999948e+000	3.884584e-002	8.456894e-004
4.530999999999947e+000	3.895720e-002	8.475552e-004
4.540999999999947e+000	3.906875e-002	8.494210e-004
4.550999999999947e+000	3.918049e-002	8.512867e-004
4.560999999999947e+000	3.929243e-002	8.531524e-004
4.570999999999946e+000	3.940456e-002	8.550180e-004
4.580999999999946e+000	3.951688e-002	8.568836e-004
4.590999999999946e+000	3.962939e-002	8.587491e-004
4.600999999999946e+000	3.974210e-002	8.606147e-004
