vcc	V(ce)	Ic(Q1)
8.300000000000006e-001	1.125451e-002	3.575308e-005
8.350000000000006e-001	1.128619e-002	3.597004e-005
8.400000000000006e-001	1.131789e-002	3.618699e-005
8.450000000000006e-001	1.134961e-002	3.640395e-005
8.500000000000006e-001	1.138137e-002	3.662090e-005
8.550000000000007e-001	1.141314e-002	3.683785e-005
8.600000000000007e-001	1.144494e-002	3.705480e-005
8.650000000000007e-001	1.147677e-002	3.727175e-005
8.700000000000007e-001	1.150862e-002	3.748871e-005
8.750000000000007e-001	1.154050e-002	3.770566e-005
8.800000000000007e-001	1.157240e-002	3.792260e-005
8.850000000000007e-001	1.160433e-002	3.813955e-005
8.900000000000007e-001	1.163629e-002	3.835649e-005
8.950000000000007e-001	1.166826e-002	3.857344e-005
9.000000000000007e-001	1.170027e-002	3.879038e-005
9.050000000000007e-001	1.173230e-002	3.900732e-005
9.100000000000007e-001	1.176436e-002	3.922427e-005
9.150000000000007e-001	1.179644e-002	3.944121e-005
9.200000000000007e-001	1.182854e-002	3.965814e-005
9.250000000000007e-001	1.186068e-002	3.987508e-005
9.300000000000007e-001	1.189283e-002	4.009201e-005
9.350000000000007e-001	1.192502e-002	4.030895e-005
9.400000000000007e-001	1.195723e-002	4.052588e-005
9.450000000000007e-001	1.198946e-002	4.074282e-005
9.500000000000007e-001	1.202173e-002	4.095975e-005
9.550000000000007e-001	1.205402e-002	4.117668e-005
9.600000000000007e-001	1.208633e-002	4.139361e-005
9.650000000000008e-001	1.211867e-002	4.161054e-005
9.700000000000008e-001	1.215104e-002	4.182746e-005
9.750000000000008e-001	1.218343e-002	4.204439e-005
9.800000000000008e-001	1.221585e-002	4.226132e-005
9.850000000000008e-001	1.224830e-002	4.247824e-005
9.900000000000008e-001	1.228077e-002	4.269516e-005
9.950000000000008e-001	1.231327e-002	4.291208e-005
1.000000000000001e+000	1.234579e-002	4.312901e-005
1.005000000000001e+000	1.237834e-002	4.334592e-005
1.010000000000001e+000	1.241092e-002	4.356284e-005
1.015000000000000e+000	1.244353e-002	4.377976e-005
1.020000000000000e+000	1.247616e-002	4.399668e-005
1.025000000000000e+000	1.250882e-002	4.421359e-005
1.030000000000000e+000	1.254150e-002	4.443050e-005
1.035000000000000e+000	1.257422e-002	4.464742e-005
1.040000000000000e+000	1.260696e-002	4.486433e-005
1.045000000000000e+000	1.263972e-002	4.508123e-005
1.050000000000000e+000	1.267252e-002	4.529814e-005
1.055000000000000e+000	1.270534e-002	4.551505e-005
1.059999999999999e+000	1.273818e-002	4.573196e-005
1.064999999999999e+000	1.277106e-002	4.594886e-005
1.069999999999999e+000	1.280396e-002	4.616577e-005
1.074999999999999e+000	1.283689e-002	4.638267e-005
1.079999999999999e+000	1.286985e-002	4.659957e-005
1.084999999999999e+000	1.290283e-002	4.681647e-005
1.089999999999999e+000	1.293585e-002	4.703337e-005
1.094999999999999e+000	1.296888e-002	4.725027e-005
1.099999999999999e+000	1.300195e-002	4.746717e-005
1.104999999999998e+000	1.303505e-002	4.768406e-005
1.109999999999998e+000	1.306817e-002	4.790095e-005
1.114999999999998e+000	1.310132e-002	4.811785e-005
1.119999999999998e+000	1.313450e-002	4.833474e-005
1.124999999999998e+000	1.316771e-002	4.855163e-005
1.129999999999998e+000	1.320094e-002	4.876852e-005
1.134999999999998e+000	1.323420e-002	4.898541e-005
1.139999999999998e+000	1.326749e-002	4.920229e-005
1.144999999999998e+000	1.330081e-002	4.941918e-005
1.149999999999998e+000	1.333416e-002	4.963606e-005
1.154999999999997e+000	1.336753e-002	4.985294e-005
1.159999999999997e+000	1.340094e-002	5.006983e-005
1.164999999999997e+000	1.343437e-002	5.028671e-005
1.169999999999997e+000	1.346783e-002	5.050359e-005
1.174999999999997e+000	1.350132e-002	5.072047e-005
1.179999999999997e+000	1.353483e-002	5.093734e-005
1.184999999999997e+000	1.356838e-002	5.115422e-005
1.189999999999997e+000	1.360195e-002	5.137109e-005
