v2	V(ds)	I(R1)
3.499999999999969e+000	5.499808e-001	2.783037e-003
3.509999999999969e+000	5.517129e-001	2.790837e-003
3.519999999999969e+000	5.534462e-001	2.798636e-003
3.529999999999969e+000	5.551807e-001	2.806433e-003
3.539999999999969e+000	5.569162e-001	2.814230e-003
3.549999999999968e+000	5.586529e-001	2.822026e-003
3.559999999999968e+000	5.603907e-001	2.829820e-003
3.569999999999968e+000	5.621296e-001	2.837614e-003
3.579999999999968e+000	5.638697e-001	2.845406e-003
3.589999999999967e+000	5.656108e-001	2.853197e-003
3.599999999999967e+000	5.673531e-001	2.860988e-003
3.609999999999967e+000	5.690966e-001	2.868777e-003
3.619999999999967e+000	5.708412e-001	2.876565e-003
3.629999999999967e+000	5.725870e-001	2.884352e-003
3.639999999999966e+000	5.743338e-001	2.892138e-003
3.649999999999966e+000	5.760818e-001	2.899923e-003
3.659999999999966e+000	5.778310e-001	2.907707e-003
3.669999999999966e+000	5.795813e-001	2.915489e-003
3.679999999999966e+000	5.813328e-001	2.923271e-003
3.689999999999965e+000	5.830854e-001	2.931051e-003
3.699999999999965e+000	5.848392e-001	2.938831e-003
3.709999999999965e+000	5.865942e-001	2.946609e-003
3.719999999999965e+000	5.883503e-001	2.954387e-003
3.729999999999965e+000	5.901076e-001	2.962163e-003
3.739999999999964e+000	5.918660e-001	2.969938e-003
3.749999999999964e+000	5.936256e-001	2.977712e-003
3.759999999999964e+000	5.953864e-001	2.985485e-003
3.769999999999964e+000	5.971483e-001	2.993256e-003
3.779999999999963e+000	5.989115e-001	3.001027e-003
3.789999999999963e+000	6.006758e-001	3.008796e-003
3.799999999999963e+000	6.024413e-001	3.016565e-003
3.809999999999963e+000	6.042079e-001	3.024332e-003
3.819999999999963e+000	6.059757e-001	3.032098e-003
3.829999999999962e+000	6.077448e-001	3.039863e-003
3.839999999999962e+000	6.095151e-001	3.047627e-003
3.849999999999962e+000	6.112865e-001	3.055390e-003
3.859999999999962e+000	6.130591e-001	3.063152e-003
3.869999999999962e+000	6.148329e-001	3.070912e-003
3.879999999999961e+000	6.166079e-001	3.078672e-003
3.889999999999961e+000	6.183841e-001	3.086430e-003
3.899999999999961e+000	6.201616e-001	3.094187e-003
3.909999999999961e+000	6.219402e-001	3.101943e-003
3.919999999999960e+000	6.237200e-001	3.109698e-003
3.929999999999960e+000	6.255011e-001	3.117452e-003
3.939999999999960e+000	6.272834e-001	3.125204e-003
3.949999999999960e+000	6.290669e-001	3.132956e-003
3.959999999999960e+000	6.308516e-001	3.140706e-003
3.969999999999959e+000	6.326375e-001	3.148455e-003
3.979999999999959e+000	6.344247e-001	3.156203e-003
3.989999999999959e+000	6.362131e-001	3.163950e-003
3.999999999999959e+000	6.380027e-001	3.171696e-003
4.009999999999959e+000	6.397935e-001	3.179440e-003
4.019999999999959e+000	6.415856e-001	3.187183e-003
4.029999999999959e+000	6.433789e-001	3.194926e-003
