vin	V(gs)	Id(M1)
8.099999999999915e-001	8.100000e-001	4.115164e-003
8.199999999999915e-001	8.200000e-001	4.139083e-003
8.299999999999915e-001	8.300000e-001	4.163045e-003
8.399999999999915e-001	8.400000e-001	4.187052e-003
8.499999999999915e-001	8.500000e-001	4.211103e-003
8.599999999999916e-001	8.600000e-001	4.235198e-003
8.699999999999916e-001	8.700000e-001	4.259336e-003
8.799999999999916e-001	8.800000e-001	4.283519e-003
8.899999999999916e-001	8.900000e-001	4.307745e-003
8.999999999999916e-001	9.000000e-001	4.332014e-003
9.099999999999916e-001	9.100000e-001	4.356327e-003
9.199999999999916e-001	9.200000e-001	4.380682e-003
9.299999999999916e-001	9.300000e-001	4.405081e-003
9.399999999999916e-001	9.400000e-001	4.429523e-003
9.499999999999916e-001	9.500000e-001	4.454008e-003
9.599999999999916e-001	9.600000e-001	4.478535e-003
9.699999999999917e-001	9.700000e-001	4.503104e-003
9.799999999999917e-001	9.800000e-001	4.527716e-003
9.899999999999917e-001	9.900000e-001	4.552371e-003
9.999999999999917e-001	1.000000e+000	4.577067e-003
1.009999999999992e+000	1.010000e+000	4.601805e-003
1.019999999999992e+000	1.020000e+000	4.626586e-003
1.029999999999992e+000	1.030000e+000	4.651408e-003
1.039999999999992e+000	1.040000e+000	4.676271e-003
1.049999999999992e+000	1.050000e+000	4.701176e-003
1.059999999999992e+000	1.060000e+000	4.726123e-003
1.069999999999992e+000	1.070000e+000	4.751110e-003
1.079999999999992e+000	1.080000e+000	4.776139e-003
1.089999999999992e+000	1.090000e+000	4.801209e-003
1.099999999999992e+000	1.100000e+000	4.826319e-003
1.109999999999992e+000	1.110000e+000	4.851471e-003
1.119999999999992e+000	1.120000e+000	4.876663e-003
1.129999999999992e+000	1.130000e+000	4.901896e-003
1.139999999999992e+000	1.140000e+000	4.927169e-003
1.149999999999992e+000	1.150000e+000	4.952482e-003
1.159999999999992e+000	1.160000e+000	4.977835e-003
1.169999999999992e+000	1.170000e+000	5.003229e-003
1.179999999999992e+000	1.180000e+000	5.028662e-003
1.189999999999992e+000	1.190000e+000	5.054136e-003
1.199999999999992e+000	1.200000e+000	5.079649e-003
1.209999999999992e+000	1.210000e+000	5.105201e-003
1.219999999999992e+000	1.220000e+000	5.130793e-003
1.229999999999992e+000	1.230000e+000	5.156425e-003
1.239999999999992e+000	1.240000e+000	5.182095e-003
1.249999999999992e+000	1.250000e+000	5.207805e-003
1.259999999999992e+000	1.260000e+000	5.233554e-003
1.269999999999992e+000	1.270000e+000	5.259342e-003
1.279999999999992e+000	1.280000e+000	5.285168e-003
1.289999999999992e+000	1.290000e+000	5.311033e-003
1.299999999999992e+000	1.300000e+000	5.336937e-003
1.309999999999992e+000	1.310000e+000	5.362879e-003
1.319999999999992e+000	1.320000e+000	5.388860e-003
1.329999999999992e+000	1.330000e+000	5.414878e-003
1.339999999999992e+000	1.340000e+000	5.440935e-003
1.349999999999992e+000	1.350000e+000	5.467031e-003
1.359999999999992e+000	1.360000e+000	5.493164e-003
1.369999999999992e+000	1.370000e+000	5.519334e-003
1.379999999999992e+000	1.380000e+000	5.545543e-003
1.389999999999992e+000	1.390000e+000	5.571789e-003
1.399999999999992e+000	1.400000e+000	5.598072e-003
1.409999999999992e+000	1.410000e+000	5.624393e-003
1.419999999999992e+000	1.420000e+000	5.650752e-003
1.429999999999992e+000	1.430000e+000	5.677147e-003
1.439999999999992e+000	1.440000e+000	5.703580e-003
1.449999999999992e+000	1.450000e+000	5.730049e-003
1.459999999999992e+000	1.460000e+000	5.756556e-003
1.469999999999992e+000	1.470000e+000	5.783099e-003
1.479999999999992e+000	1.480000e+000	5.809679e-003
1.489999999999992e+000	1.490000e+000	5.836295e-003
1.499999999999992e+000	1.500000e+000	5.862948e-003
1.509999999999992e+000	1.510000e+000	5.889638e-003
1.519999999999992e+000	1.520000e+000	5.916364e-003
1.529999999999992e+000	1.530000e+000	5.943126e-003
1.539999999999992e+000	1.540000e+000	5.969923e-003
1.549999999999992e+000	1.550000e+000	5.996757e-003
1.559999999999992e+000	1.560000e+000	6.023627e-003
1.569999999999992e+000	1.570000e+000	6.050533e-003
1.579999999999992e+000	1.580000e+000	6.077474e-003
